user_name,case_id,with_testimonial,timestamp
Insiya,1,False,2025-04-06 22:43:43.148097
Zaina ,1,False,2025-04-08 10:47:42.650440
alina,1,False,2025-04-08 10:51:44.884554
alina,2,True,2025-04-08 11:06:12.404563
